,Dataset Order,Dataset Title,Dataset Link,Dataset Produced By,Dataset Description,Dataset Identificador,Dataset Publisher,Dataset Author,Dataset Contact Name,Dataset Contact Email,Dataset Release Date,Dataset Modified Date,Dataset Temporal Coverage,Dataset Frequency,Dataset Public Access Level,Dataset Homepage URL,Dataset Language,Dataset License,File Title,File Description,File Format,File Link
59,N_06,Consumo de Energía Eléctrica de los clientes de ADINELSA | Agosto 2023,https://www.datosabiertos.gob.pe//dataset/consumo-de-energ%C3%ADa-el%C3%A9ctrica-de-los-clientes-de-adinelsa-agosto-2023,,Consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],6f4818bf-d94b-4856-9390-7a7a8e4bd73b,,,,,2023-09-11,2023-09-11,,,Public,,,Open Data Commons Attribution ,Metadata | Consumo Energía El,Metadata de dataset de lista de consumos de energía eléctrica ADINELSA,pdf,https://www.datosabiertos.gob.pe/sites/default/files/MetadataAdinelsa_1.pdf
60,N_07,Consumo energético de clientes Hidrandina [Distriluz - DLZ],https://www.datosabiertos.gob.pe//dataset/consumo-energ%C3%A9tico-de-clientes-hidrandina-distriluz-dlz,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,"Registro mensual del consumo de energía eléctrica de los usuarios en el ámbito operacional de la empresa Hidrandina, que brinda el servicio a los departamentos de La Libertad, Ancash y Cajamarca.",231d2c66-e540-4b95-9b44-9c8c8a2c2b68,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,Hidrandina,Hubert Calderón,hcalderonv@distriluz.com.pe,2022-12-28,2023-08-23,"Sábado, Noviembre 11, 2023 - 00:00",Monthly,Public,,Spanish (Peru),Open Data Commons Attribution ,Consumo energético de clientes Hidrandina [Distriluz - DLZ] Nov. 2022,Registro mensual del consumo de energía eléctrica de los usuarios en el...,csv,https://www.datosabiertos.gob.pe/sites/default/files/_DatosAbiertos_consumohdna_281222.csv
61,N_07,Consumo energético de clientes Hidrandina [Distriluz - DLZ],https://www.datosabiertos.gob.pe//dataset/consumo-energ%C3%A9tico-de-clientes-hidrandina-distriluz-dlz,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,"Registro mensual del consumo de energía eléctrica de los usuarios en el ámbito operacional de la empresa Hidrandina, que brinda el servicio a los departamentos de La Libertad, Ancash y Cajamarca.",231d2c66-e540-4b95-9b44-9c8c8a2c2b68,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,Hidrandina,Hubert Calderón,hcalderonv@distriluz.com.pe,2022-12-28,2023-08-23,"Sábado, Noviembre 11, 2023 - 00:00",Monthly,Public,,Spanish (Peru),Open Data Commons Attribution ,Diccionario de datos,Diccionario de datos del dataset Consumo Energético Clientes Hidrandina...,xlsx,https://www.datosabiertos.gob.pe/sites/default/files/DiccionarioDatos_Consumos_HDNA.xlsx
62,N_07,Consumo energético de clientes Hidrandina [Distriluz - DLZ],https://www.datosabiertos.gob.pe//dataset/consumo-energ%C3%A9tico-de-clientes-hidrandina-distriluz-dlz,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,"Registro mensual del consumo de energía eléctrica de los usuarios en el ámbito operacional de la empresa Hidrandina, que brinda el servicio a los departamentos de La Libertad, Ancash y Cajamarca.",231d2c66-e540-4b95-9b44-9c8c8a2c2b68,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,Hidrandina,Hubert Calderón,hcalderonv@distriluz.com.pe,2022-12-28,2023-08-23,"Sábado, Noviembre 11, 2023 - 00:00",Monthly,Public,,Spanish (Peru),Open Data Commons Attribution ,Consumo energético de clientes Hidrandina [Distriluz - DLZ] Dic. 2022,Registro mensual (Diciembre 2022) del consumo de energía eléctrica de los...,csv,https://www.datosabiertos.gob.pe/sites/default/files/DatosAbiertos_consumohdna_202212.csv
63,N_07,Consumo energético de clientes Hidrandina [Distriluz - DLZ],https://www.datosabiertos.gob.pe//dataset/consumo-energ%C3%A9tico-de-clientes-hidrandina-distriluz-dlz,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,"Registro mensual del consumo de energía eléctrica de los usuarios en el ámbito operacional de la empresa Hidrandina, que brinda el servicio a los departamentos de La Libertad, Ancash y Cajamarca.",231d2c66-e540-4b95-9b44-9c8c8a2c2b68,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,Hidrandina,Hubert Calderón,hcalderonv@distriluz.com.pe,2022-12-28,2023-08-23,"Sábado, Noviembre 11, 2023 - 00:00",Monthly,Public,,Spanish (Peru),Open Data Commons Attribution ,Consumo energético de clientes Hidrandina [Distriluz - DLZ] Ene. 2023,Registro mensual del consumo (Enero 2023) de energía eléctrica de los...,csv,https://www.datosabiertos.gob.pe/sites/default/files/DatosAbiertos_consumohdna_202301.csv
64,N_07,Consumo energético de clientes Hidrandina [Distriluz - DLZ],https://www.datosabiertos.gob.pe//dataset/consumo-energ%C3%A9tico-de-clientes-hidrandina-distriluz-dlz,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,"Registro mensual del consumo de energía eléctrica de los usuarios en el ámbito operacional de la empresa Hidrandina, que brinda el servicio a los departamentos de La Libertad, Ancash y Cajamarca.",231d2c66-e540-4b95-9b44-9c8c8a2c2b68,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,Hidrandina,Hubert Calderón,hcalderonv@distriluz.com.pe,2022-12-28,2023-08-23,"Sábado, Noviembre 11, 2023 - 00:00",Monthly,Public,,Spanish (Peru),Open Data Commons Attribution ,Consumo energético de clientes Hidrandina [Distriluz - DLZ] Feb. 2023,Registro mensual del consumo (Febrero 2023) de energía eléctrica de los...,csv,https://www.datosabiertos.gob.pe/sites/default/files/DatosAbiertos_consumohdna_202302.csv
65,N_07,Consumo energético de clientes Hidrandina [Distriluz - DLZ],https://www.datosabiertos.gob.pe//dataset/consumo-energ%C3%A9tico-de-clientes-hidrandina-distriluz-dlz,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,"Registro mensual del consumo de energía eléctrica de los usuarios en el ámbito operacional de la empresa Hidrandina, que brinda el servicio a los departamentos de La Libertad, Ancash y Cajamarca.",231d2c66-e540-4b95-9b44-9c8c8a2c2b68,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,Hidrandina,Hubert Calderón,hcalderonv@distriluz.com.pe,2022-12-28,2023-08-23,"Sábado, Noviembre 11, 2023 - 00:00",Monthly,Public,,Spanish (Peru),Open Data Commons Attribution ,Consumo energético de clientes Hidrandina [Distriluz - DLZ] Mar. 2023,Registro mensual (Marzo 2023) del consumo de energía eléctrica de los...,csv,https://www.datosabiertos.gob.pe/sites/default/files/DatosAbiertos_consumohdna_202303.csv
66,N_07,Consumo energético de clientes Hidrandina [Distriluz - DLZ],https://www.datosabiertos.gob.pe//dataset/consumo-energ%C3%A9tico-de-clientes-hidrandina-distriluz-dlz,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,"Registro mensual del consumo de energía eléctrica de los usuarios en el ámbito operacional de la empresa Hidrandina, que brinda el servicio a los departamentos de La Libertad, Ancash y Cajamarca.",231d2c66-e540-4b95-9b44-9c8c8a2c2b68,Empresa Regional de Servicio Público de Electricidad Electronortemedio S.A - DISTRILUZ,Hidrandina,Hubert Calderón,hcalderonv@distriluz.com.pe,2022-12-28,2023-08-23,"Sábado, Noviembre 11, 2023 - 00:00",Monthly,Public,,Spanish (Peru),Open Data Commons Attribution ,Consumo energético de clientes Hidrandina [Distriluz - DLZ] Abr. 2023,Registro mensual (Abril 2023) del consumo de energía eléctrica de los...,csv,https://www.datosabiertos.gob.pe/sites/default/files/DatosAbiertos_consumohdna_202304.csv
67,N_08,Consumo de Energía Eléctrica de los clientes de ADINELSA | Junio 2023,https://www.datosabiertos.gob.pe//dataset/consumo-de-energ%C3%ADa-el%C3%A9ctrica-de-los-clientes-de-adinelsa-junio-2023,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,Consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],6013473e-7fbe-4310-85fc-df9c14bb58c7,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,,,,2023-07-11,2023-08-23,,,Public,,,Open Data Commons Attribution ,Consumo de Energía Eléctrica ADINELSA,Lista de consumos de energía eléctrica del periodo junio del 2023,csv,https://www.datosabiertos.gob.pe/sites/default/files/consumo_adinelsa_202306.csv
68,N_08,Consumo de Energía Eléctrica de los clientes de ADINELSA | Junio 2023,https://www.datosabiertos.gob.pe//dataset/consumo-de-energ%C3%ADa-el%C3%A9ctrica-de-los-clientes-de-adinelsa-junio-2023,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,Consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],6013473e-7fbe-4310-85fc-df9c14bb58c7,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,,,,2023-07-11,2023-08-23,,,Public,,,Open Data Commons Attribution ,Diccionario de datos | Consumo Energía Eléctrica ADINELSA,Diccionario de datos del dataset de consumo de energía eléctrica ADINELSA...,pdf,https://www.datosabiertos.gob.pe/sites/default/files/DiccionarioDatosAdinelsa.pdf
69,N_08,Consumo de Energía Eléctrica de los clientes de ADINELSA | Junio 2023,https://www.datosabiertos.gob.pe//dataset/consumo-de-energ%C3%ADa-el%C3%A9ctrica-de-los-clientes-de-adinelsa-junio-2023,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,Consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],6013473e-7fbe-4310-85fc-df9c14bb58c7,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,,,,2023-07-11,2023-08-23,,,Public,,,Open Data Commons Attribution ,Metadata | Consumo Energía Eléctrica ADINELSA,Metadata de dataset de lista de consumos de energía eléctrica ADINELSA,pdf,https://www.datosabiertos.gob.pe/sites/default/files/MetadataAdinelsa.pdf
70,N_09,PADRÓN DE BENEFICIARIOS FISE POR LOCALIDAD DE LA EMPRESA ELECTRO UCAYALI S.A. - [Electro Ucayali S.A. - ELUC],https://www.datosabiertos.gob.pe//dataset/padr%C3%B3n-de-beneficiarios-fise-por-localidad-de-la-empresa-electro-ucayali-sa-electro-ucayali,Electro Ucayali,Es el registro de los beneficiarios del Fondo de Inclusión Social Energético (FISE) por localidad de la empresa Electro Ucayali S.A.,62316322-6c6b-47e3-ae09-c40fc6fa8c75,Electro Ucayali,,,,2023-06-06,2023-08-17,,,Public,,,Open Data Commons Attribution ,DICCIONARIO DE DATOS DE PADRÓN DE BENEFICIARIOS FISE POR LOCALIDAD DE LA EMPRESA ELECTRO UCAYALI S.A. - [Electro Ucayali S.A. - ELUC],DICCIONARIO DE DATOS DE PADRÓN DE BENEFICIARIOS FISE POR LOCALIDAD DE LA...,xlsx,https://www.datosabiertos.gob.pe/sites/default/files/DICCIONARIO%20DE%20DATOS%20DE%20PADR%C3%93N%20DE%20BENEFICIARIOS%20FISE%20POR%20LOCALIDAD%20DE%20LA%20EMPRESA%20ELECTRO%20UCAYALI%20S.A.%20-%20%5BElectro%20Ucayali%20S.A.%20-%20ELUC%5D.xlsx
71,N_09,PADRÓN DE BENEFICIARIOS FISE POR LOCALIDAD DE LA EMPRESA ELECTRO UCAYALI S.A. - [Electro Ucayali S.A. - ELUC],https://www.datosabiertos.gob.pe//dataset/padr%C3%B3n-de-beneficiarios-fise-por-localidad-de-la-empresa-electro-ucayali-sa-electro-ucayali,Electro Ucayali,Es el registro de los beneficiarios del Fondo de Inclusión Social Energético (FISE) por localidad de la empresa Electro Ucayali S.A.,62316322-6c6b-47e3-ae09-c40fc6fa8c75,Electro Ucayali,,,,2023-06-06,2023-08-17,,,Public,,,Open Data Commons Attribution ,METADATOS DE PADRÓN DE BENEFICIARIOS FISE POR LOCALIDAD DE LA EMPRESA ELECTRO UCAYALI S.A. - [Electro Ucayali S.A. - ELUC],METADATOS DE PADRÓN DE BENEFICIARIOS FISE POR LOCALIDAD DE LA EMPRESA...,docx,https://www.datosabiertos.gob.pe/sites/default/files/METADATOS%20DE%20PADR%C3%93N%20DE%20BENEFICIARIOS%20FISE%20POR%20LOCALIDAD%20DE%20LA%20EMPRESA%20ELECTRO%20UCAYALI%20S.A.%20-%20%5BElectro%20Ucayali%20S.A.%20-%20ELUC%5D_0.docx
72,N_09,PADRÓN DE BENEFICIARIOS FISE POR LOCALIDAD DE LA EMPRESA ELECTRO UCAYALI S.A. - [Electro Ucayali S.A. - ELUC],https://www.datosabiertos.gob.pe//dataset/padr%C3%B3n-de-beneficiarios-fise-por-localidad-de-la-empresa-electro-ucayali-sa-electro-ucayali,Electro Ucayali,Es el registro de los beneficiarios del Fondo de Inclusión Social Energético (FISE) por localidad de la empresa Electro Ucayali S.A.,62316322-6c6b-47e3-ae09-c40fc6fa8c75,Electro Ucayali,,,,2023-06-06,2023-08-17,,,Public,,,Open Data Commons Attribution ,PADRÓN DE BENEFICIARIOS FISE POR LOCALIDAD DE LA EMPRESA ELECTRO UCAYALI S.A. - [Electro Ucayali S.A. - ELUC] - ABRIL 2023,PADRÓN DE BENEFICIARIOS FISE POR LOCALIDAD DE LA EMPRESA ELECTRO UCAYALI S.A...,csv,https://www.datosabiertos.gob.pe/sites/default/files/PADR%C3%93N%20DE%20BENEFICIARIOS%20FISE%20POR%20LOCALIDAD%20DE%20LA%20EMPRESA%20ELECTRO%20UCAYALI%20S.A.%20-%20%5BElectro%20Ucayali%20S.A.%20-%20ELUC%5D%20-%20ABRIL%202023.csv
73,N_10,Consumo de Energía Eléctrica de los clientes de ADINELSA | Julio 2023,https://www.datosabiertos.gob.pe//dataset/consumo-de-energ%C3%ADa-el%C3%A9ctrica-de-los-clientes-de-adinelsa-julio-2023,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,Consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],a00d4016-c86b-4bed-8314-7695941d25e9,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,,,,2023-08-09,2023-08-09,,,Public,,,Open Data Commons Attribution ,Consumo de Energía Eléctrica ADINELSA,Lista de consumos de energía eléctrica del periodo julio del 2023,csv,https://www.datosabiertos.gob.pe/sites/default/files/consumo_adinelsa_202307.csv
74,N_10,Consumo de Energía Eléctrica de los clientes de ADINELSA | Julio 2023,https://www.datosabiertos.gob.pe//dataset/consumo-de-energ%C3%ADa-el%C3%A9ctrica-de-los-clientes-de-adinelsa-julio-2023,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,Consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],a00d4016-c86b-4bed-8314-7695941d25e9,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,,,,2023-08-09,2023-08-09,,,Public,,,Open Data Commons Attribution ,Diccionario de datos | Consumo Energía Eléctrica ADINELSA,Diccionario de datos del dataset de consumo de energía eléctrica ADINELSA...,pdf,https://www.datosabiertos.gob.pe/sites/default/files/DiccionarioDatosAdinelsa_0.pdf
75,N_10,Consumo de Energía Eléctrica de los clientes de ADINELSA | Julio 2023,https://www.datosabiertos.gob.pe//dataset/consumo-de-energ%C3%ADa-el%C3%A9ctrica-de-los-clientes-de-adinelsa-julio-2023,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,Consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],a00d4016-c86b-4bed-8314-7695941d25e9,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,,,,2023-08-09,2023-08-09,,,Public,,,Open Data Commons Attribution ,Metadata | Consumo Energía Eléctrica ADINELSA,Metadata de dataset de lista de consumos de energía eléctrica ADINELSA,pdf,https://www.datosabiertos.gob.pe/sites/default/files/MetadataAdinelsa_0.pdf
76,N_11,Consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],https://www.datosabiertos.gob.pe//dataset/consumo-de-energ%C3%ADa-el%C3%A9ctrica-de-los-clientes-de-adinelsa-empresa-de-administraci%C3%B3n-en,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,Información de consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],71824d6e-a85c-4822-a1ca-3653cb31ae0d,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,,,,2023-05-05,2023-06-07,,,Public,,,Open Data Commons Attribution ,Consumo Energía Eléctrica ADINELSA,Lista de consumos de energía eléctrica del periodo marzo del 2023 ...,csv,https://www.datosabiertos.gob.pe/sites/default/files/ConsumoEnergiaADINELSA202303.csv
77,N_11,Consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],https://www.datosabiertos.gob.pe//dataset/consumo-de-energ%C3%ADa-el%C3%A9ctrica-de-los-clientes-de-adinelsa-empresa-de-administraci%C3%B3n-en,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,Información de consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],71824d6e-a85c-4822-a1ca-3653cb31ae0d,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,,,,2023-05-05,2023-06-07,,,Public,,,Open Data Commons Attribution ,Diccionario de datos | Consumo Energía Eléctrica ADINELSA,Diccionario de datos del dataset de consumo de energía eléctrica ADINELSA...,xlsx,https://www.datosabiertos.gob.pe/sites/default/files/DiccionarioDatosConsumoEnergiaADINELSA_0.xlsx
78,N_11,Consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],https://www.datosabiertos.gob.pe//dataset/consumo-de-energ%C3%ADa-el%C3%A9ctrica-de-los-clientes-de-adinelsa-empresa-de-administraci%C3%B3n-en,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,Información de consumo de Energía Eléctrica de los clientes de ADINELSA - [Empresa de Administración en Infraestructura Eléctrica S.A. - ADINELSA],71824d6e-a85c-4822-a1ca-3653cb31ae0d,Empresa de Administración en Infraestructura Eléctrica S.A - ADINELSA,,,,2023-05-05,2023-06-07,,,Public,,,Open Data Commons Attribution ,Metadata | Consumo Energía Eléctrica ADINELSA,Metadata de dataset de lista de consumos de energía eléctrica ADINELSA,pdf,https://www.datosabiertos.gob.pe/sites/default/files/MetadataConsumoEnergiaAdinelsa_0.pdf
79,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES A GRANEL DE GLP (Actualizado al 23 DE MAYO DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresaGraneldeGLP.csv
80,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES EN CILINDROS DE GLP (Actualizado al 23 DE MAYO DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresenCilindrosdeGLP.csv
81,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES MINORISTAS DE COMBUSTIBLES LÍQUIDOS Y OPDH (Actualizado al 23 DE MAYO DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresMinoristasdeCombustiblesL%C3%ADquidosyOPDH.csv
82,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE MEDIOS DE TRANSPORTE ACUÁTICO (Actualizado al 23 DE MAYO DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/MediosdeTransporteAcu%C3%A1tico.csv
83,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE TRANSPORTE GLP A GRANEL (Actualizado al 23 DE MAYO DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/TransporteGLPaGranel.csv
84,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE TRANSPORTE GLP EN CILINDROS (Actualizado al 23 DE MAYO DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/TransporteGLPenCilindros.csv
85,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE TRANSPORTE TERRESTRE DE PETRÓLEO CRUDO (Actualizado al 23 DE MAYO DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/TransporteTerrestredePetr%C3%B3leoCrudo.csv
86,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE TRANSPORTISTAS DE COMBUSTIBLES LÍQUIDOS Y OPDH EN VAGONES (Actualizado al 23 DE MAYO DE 2023),Medios de Transporte y Distribución,csv,https://www.datosabiertos.gob.pe/sites/default/files/TransportistasdeCombustiblesL%C3%ADquidosyOPDHenvagones.csv
87,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE TRANSPORTISTAS DE COMBUSTIBLES LÍQUIDOS Y OPDH EN CAMIONES (Actualizado al 23 DE MAYO DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/TransportistasdeCombustiblesL%C3%ADquidosyOPDHencamiones.csv
88,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE CDCL Y OPDH CON INSTALACIONES FIJAS (Actualizado al 23 DE MAYO DE 2023),Consumidores Directos de Combustibles Líquidos y OPDH...,csv,https://www.datosabiertos.gob.pe/sites/default/files/CDCLyOPDHconInstalacionesFijas.csv
89,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE CDCL Y OPDH CON INSTALACIONES MÓVILES (Actualizado al 23 DE MAYO DE 2023),Consumidores Directos de Combustibles Líquidos y OPDH...,csv,https://www.datosabiertos.gob.pe/sites/default/files/CDCLyOPDHconInstalacionesM%C3%B3viles.csv
